{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.05, 0.39999999999999997, 0.55], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 32313.25857843137, 'shape_smoothness': 48.41257890348462, 'edge_consistency': 426595.00243433076, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8415801888410982, 'intensity_variance_error': 0.7014200088681731, 'peak_intensity_consistency': 8.999914174626221, 'ge_normalized': 0.6282160144150518, 'ge': 151447.12472349606, 'spatial_spread_error': 9.782427613358257, 'gap_error': 0.837302397585037}
{'weights': [0.05, 0.39999999999999997, 0.55], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17823.70625, 'shape_smoothness': 59.14960220181147, 'edge_consistency': 1090453.0983284668, 'edge_intensity_error': 0.5589883350034034, 'intensity_gradient_error': 0.8171781777086276, 'intensity_variance_error': 0.6750128456897196, 'peak_intensity_consistency': 9.042877850831685, 'ge_normalized': 0.7075092592322632, 'ge': 143921.9244394115, 'spatial_spread_error': 9.841576390064247, 'gap_error': 0.8596685867371315}
{'weights': [0.05, 0.39999999999999997, 0.55], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17548.25021645022, 'shape_smoothness': 127.9513200682536, 'edge_consistency': 425704.03215642244, 'edge_intensity_error': 0.10122788866803416, 'intensity_gradient_error': 1.027615598201273, 'intensity_variance_error': 0.5998009395759336, 'peak_intensity_consistency': 12.047732553566576, 'ge_normalized': 0.5356423898307826, 'ge': 168208.63685973044, 'spatial_spread_error': 12.32429403786856, 'gap_error': 0.8572611121251336}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 67462.44940476191, 'shape_smoothness': 89.70844236392868, 'edge_consistency': 426086.9183495133, 'edge_intensity_error': 0.17484954125339444, 'intensity_gradient_error': 0.8424925250151932, 'intensity_variance_error': 0.6355238744258215, 'peak_intensity_consistency': 17.149429268769815, 'ge_normalized': 0.5578985778627905, 'ge': 212451.37718887228, 'spatial_spread_error': 13.069750842196656, 'gap_error': 0.8942362699239653}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16913.039233193278, 'shape_smoothness': 107.96602615213992, 'edge_consistency': 426781.3903153443, 'edge_intensity_error': 0.5017426151548453, 'intensity_gradient_error': 0.8720593548685472, 'intensity_variance_error': 0.592234392358546, 'peak_intensity_consistency': 11.123337053097613, 'ge_normalized': 0.6313329660192118, 'ge': 136979.5268782532, 'spatial_spread_error': 11.736925090681646, 'gap_error': 0.866248190997028}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 19146.201409774436, 'shape_smoothness': 150.12695969289084, 'edge_consistency': 426337.5434529786, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8978003368609343, 'intensity_variance_error': 0.6812942003718181, 'peak_intensity_consistency': 6.30456238706723, 'ge_normalized': 0.5843589133594181, 'ge': 197749.8411599536, 'spatial_spread_error': 11.293334030674416, 'gap_error': 0.8934493649319334}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 32256.57601540616, 'shape_smoothness': 48.14038160032546, 'edge_consistency': 426604.99524357944, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8453902423619098, 'intensity_variance_error': 0.7016236074740227, 'peak_intensity_consistency': 8.982203908117725, 'ge_normalized': 0.6258841819454173, 'ge': 151718.66420291943, 'spatial_spread_error': 9.800840855026427, 'gap_error': 0.8332467092154081}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 34348.736075036075, 'shape_smoothness': 56.398258585149016, 'edge_consistency': 426561.24417377915, 'edge_intensity_error': 0.5011735416043573, 'intensity_gradient_error': 0.8251084516266802, 'intensity_variance_error': 0.6842525963793671, 'peak_intensity_consistency': 8.783771281964066, 'ge_normalized': 0.7062846747378307, 'ge': 150342.18813725255, 'spatial_spread_error': 9.844338176115887, 'gap_error': 0.8561693737939443}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36919.83214285714, 'shape_smoothness': 78.5133190694806, 'edge_consistency': 426876.39907011605, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9818370371840389, 'intensity_variance_error': 0.7797573809296839, 'peak_intensity_consistency': 13.160193347057634, 'ge_normalized': 0.6651301000850118, 'ge': 180817.76130745283, 'spatial_spread_error': 12.28554765602176, 'gap_error': 0.8725221915007139}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 66850.07428571429, 'shape_smoothness': 225.52116061988286, 'edge_consistency': 426568.3064128875, 'edge_intensity_error': 0.27270344798805074, 'intensity_gradient_error': 0.9865338043702931, 'intensity_variance_error': 0.5109762414782512, 'peak_intensity_consistency': 19.318546817819723, 'ge_normalized': 0.582845185482937, 'ge': 177736.7743197542, 'spatial_spread_error': 14.489799348623308, 'gap_error': 0.9028280593766954}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36519.873809523815, 'shape_smoothness': 79.27106363960986, 'edge_consistency': 426877.3826204318, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9789177482908761, 'intensity_variance_error': 0.7853264959297445, 'peak_intensity_consistency': 13.270974338666896, 'ge_normalized': 0.6606580105553566, 'ge': 180618.46150737096, 'spatial_spread_error': 12.352141557137005, 'gap_error': 0.8793711012773905}
{'weights': [0.05, 0.44999999999999996, 0.5], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 67529.32571428572, 'shape_smoothness': 225.59989403588676, 'edge_consistency': 426568.47354062134, 'edge_intensity_error': 0.28526458242071895, 'intensity_gradient_error': 0.9918996105630193, 'intensity_variance_error': 0.5107450243724087, 'peak_intensity_consistency': 19.341305690079327, 'ge_normalized': 0.5804828975592642, 'ge': 178156.42677540632, 'spatial_spread_error': 14.479183894345285, 'gap_error': 0.902728218364469}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 37879.96796536797, 'shape_smoothness': 39.625401333460275, 'edge_consistency': 426537.46659484296, 'edge_intensity_error': 0.19715447679965634, 'intensity_gradient_error': 0.8057408621181393, 'intensity_variance_error': 0.6630176972330637, 'peak_intensity_consistency': 9.385889916798034, 'ge_normalized': 0.6767297088835882, 'ge': 160761.671469175, 'spatial_spread_error': 10.30259902738569, 'gap_error': 0.8743688253714872}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 27839.02273425499, 'shape_smoothness': 107.70686729170042, 'edge_consistency': 426211.9478608414, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9106166251669876, 'intensity_variance_error': 0.5499516188993558, 'peak_intensity_consistency': 12.120492173004124, 'ge_normalized': 0.6494428481730006, 'ge': 137322.9784724143, 'spatial_spread_error': 12.125495174848512, 'gap_error': 0.8901053381475137}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17051.386529157116, 'shape_smoothness': 70.42128385618271, 'edge_consistency': 426134.6557881927, 'edge_intensity_error': 0.11583696860343758, 'intensity_gradient_error': 1.0210393007338474, 'intensity_variance_error': 0.6057426673722328, 'peak_intensity_consistency': 9.278382544822067, 'ge_normalized': 0.5177817739138324, 'ge': 192880.5004662693, 'spatial_spread_error': 11.6197484547517, 'gap_error': 0.8805620876389183}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 97067.7661531279, 'shape_smoothness': 95.89090622730485, 'edge_consistency': 425818.24267470004, 'edge_intensity_error': 0.1772639677466302, 'intensity_gradient_error': 0.8295037321171409, 'intensity_variance_error': 0.66848475516449, 'peak_intensity_consistency': 18.20380632826146, 'ge_normalized': 0.5489777916975793, 'ge': 213933.44656604223, 'spatial_spread_error': 12.987083425732466, 'gap_error': 0.8986920669744838}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30918.617204301074, 'shape_smoothness': 42.41529062077588, 'edge_consistency': 426222.0740414465, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.7841772746783215, 'intensity_variance_error': 0.6686287098436979, 'peak_intensity_consistency': 7.5602916157115, 'ge_normalized': 0.6865545390644905, 'ge': 153235.45219793133, 'spatial_spread_error': 10.22977645461394, 'gap_error': 0.8832717267067479}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 38855.4989010989, 'shape_smoothness': 74.05900552384445, 'edge_consistency': 426768.0269696545, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0652667898448678, 'intensity_variance_error': 0.8673663528933712, 'peak_intensity_consistency': 11.864558190945305, 'ge_normalized': 0.44611972715269627, 'ge': 229469.60701482024, 'spatial_spread_error': 13.186665421189973, 'gap_error': 0.8705871311972689}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 33055.96446886447, 'shape_smoothness': 82.18320363218486, 'edge_consistency': 426739.91787402495, 'edge_intensity_error': 0.6694706614984062, 'intensity_gradient_error': 0.8569701239780304, 'intensity_variance_error': 0.7092709002909778, 'peak_intensity_consistency': 13.320657647121438, 'ge_normalized': 0.6106981794682831, 'ge': 160356.6916723684, 'spatial_spread_error': 10.936344656650428, 'gap_error': 0.8782752064738933}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12864.316666666666, 'shape_smoothness': 73.8035952936123, 'edge_consistency': 426327.62459614576, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.2665540763631373, 'intensity_variance_error': 0.8018721028991074, 'peak_intensity_consistency': 6.573936879189635, 'ge_normalized': 0.5723846944468999, 'ge': 179912.60404933186, 'spatial_spread_error': 12.184420157044672, 'gap_error': 0.8224996974043549}
{'weights': [0.05, 0.49999999999999994, 0.45], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 114367.64230599649, 'shape_smoothness': 38.466583416959296, 'edge_consistency': 426875.6806698744, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8999321771601112, 'intensity_variance_error': 0.7880208091026928, 'peak_intensity_consistency': 13.642048243880287, 'ge_normalized': 0.5647962074283365, 'ge': 237445.38199890582, 'spatial_spread_error': 12.434330637782777, 'gap_error': 0.8913410166702973}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 80316.94761904763, 'shape_smoothness': 73.36908229501528, 'edge_consistency': 426527.6847241347, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8863069546050967, 'intensity_variance_error': 0.7018258453017006, 'peak_intensity_consistency': 14.02724936505723, 'ge_normalized': 0.5240247622992625, 'ge': 226447.09225031806, 'spatial_spread_error': 13.366837623287354, 'gap_error': 0.8690548101012018}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 27958.38007548008, 'shape_smoothness': 43.95467530958223, 'edge_consistency': 426568.5201830193, 'edge_intensity_error': 0.05740017830002871, 'intensity_gradient_error': 0.8989987887829486, 'intensity_variance_error': 0.7261820337794563, 'peak_intensity_consistency': 10.699577653395925, 'ge_normalized': 0.5649004147453628, 'ge': 175020.3688788634, 'spatial_spread_error': 11.652349670677006, 'gap_error': 0.8996966359087034}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13058.59008195871, 'shape_smoothness': 113.4915044304898, 'edge_consistency': 426236.19785445166, 'edge_intensity_error': 0.24110482732980687, 'intensity_gradient_error': 0.8935018381925942, 'intensity_variance_error': 0.7165946603716824, 'peak_intensity_consistency': 12.55712840266422, 'ge_normalized': 0.7004829290255813, 'ge': 132014.9646335177, 'spatial_spread_error': 12.095318811369026, 'gap_error': 0.8683546784367406}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12636.376190476192, 'shape_smoothness': 63.40846153101756, 'edge_consistency': 426665.7977894, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0025056419523677, 'intensity_variance_error': 0.8560286900427133, 'peak_intensity_consistency': 9.951418511645244, 'ge_normalized': 0.5943718333498887, 'ge': 176999.78156278701, 'spatial_spread_error': 12.708672250808066, 'gap_error': 0.8654997492556148}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 71403.10349206348, 'shape_smoothness': 210.22719568864036, 'edge_consistency': 426625.1225887995, 'edge_intensity_error': 0.19678752426346544, 'intensity_gradient_error': 0.9782840058319161, 'intensity_variance_error': 0.49808088417808466, 'peak_intensity_consistency': 19.608411790770372, 'ge_normalized': 0.5547448663589892, 'ge': 181004.1086400615, 'spatial_spread_error': 14.360778850674516, 'gap_error': 0.9035246444696146}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12949.666946778712, 'shape_smoothness': 64.55336755827629, 'edge_consistency': 426061.3534792446, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9656913688287304, 'intensity_variance_error': 0.8181370366746895, 'peak_intensity_consistency': 6.940234198098366, 'ge_normalized': 0.7837187713128378, 'ge': 159630.425907875, 'spatial_spread_error': 10.747817241150365, 'gap_error': 0.8238570124098272}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15737.465608465609, 'shape_smoothness': 58.03299971871246, 'edge_consistency': 426588.6004363892, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0825199624457482, 'intensity_variance_error': 0.7503746239760355, 'peak_intensity_consistency': 10.532945228317823, 'ge_normalized': 0.5838695129997572, 'ge': 219360.50332618854, 'spatial_spread_error': 12.436153245266658, 'gap_error': 0.8922061779061323}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 68350.06652661065, 'shape_smoothness': 91.54509516403975, 'edge_consistency': 425963.109080863, 'edge_intensity_error': 0.19769657483030265, 'intensity_gradient_error': 0.8467545480390454, 'intensity_variance_error': 0.6551243332208155, 'peak_intensity_consistency': 18.436039844301856, 'ge_normalized': 0.579562792616568, 'ge': 205318.85729694171, 'spatial_spread_error': 12.701338253487913, 'gap_error': 0.8844565399144407}
{'weights': [0.05, 0.5499999999999999, 0.4], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 68643.97100840336, 'shape_smoothness': 91.66472038972573, 'edge_consistency': 425967.7046988141, 'edge_intensity_error': 0.1960635953256935, 'intensity_gradient_error': 0.8458817318813563, 'intensity_variance_error': 0.6544430962911584, 'peak_intensity_consistency': 18.431729549245205, 'ge_normalized': 0.57987460889071, 'ge': 205301.10854441102, 'spatial_spread_error': 12.700279593240168, 'gap_error': 0.884439452469441}
{'weights': [0.05, 0.6, 0.35], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 32824.74901960784, 'shape_smoothness': 51.61248656871192, 'edge_consistency': 426717.02813900536, 'edge_intensity_error': 0.46916943376052184, 'intensity_gradient_error': 0.8332288836825595, 'intensity_variance_error': 0.666795944124334, 'peak_intensity_consistency': 10.622251019133232, 'ge_normalized': 0.6596879839897607, 'ge': 156909.4305673909, 'spatial_spread_error': 10.161528511647157, 'gap_error': 0.8702935695483002}
{'weights': [0.05, 0.6, 0.35], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 51995.91658950617, 'shape_smoothness': 105.57712837598028, 'edge_consistency': 426307.29179892316, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.968636663092961, 'intensity_variance_error': 0.7371665272552432, 'peak_intensity_consistency': 15.296591694928336, 'ge_normalized': 0.6010314614726955, 'ge': 203910.03901584467, 'spatial_spread_error': 12.434512172549875, 'gap_error': 0.8932076219562518}
{'weights': [0.05, 0.6, 0.35], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 52788.010306686774, 'shape_smoothness': 121.52934386644212, 'edge_consistency': 426277.51707761147, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9325491174338604, 'intensity_variance_error': 0.7327309058589568, 'peak_intensity_consistency': 14.036539335607111, 'ge_normalized': 0.596539622928131, 'ge': 204372.20091828832, 'spatial_spread_error': 12.355829735668785, 'gap_error': 0.8912415667049695}
{'weights': [0.05, 0.6, 0.35], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 26572.538095238095, 'shape_smoothness': 60.980342860670994, 'edge_consistency': 426472.21386536054, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0994052342761476, 'intensity_variance_error': 0.9093076993749248, 'peak_intensity_consistency': 12.066711920612827, 'ge_normalized': 0.5010772900006534, 'ge': 211525.64629362317, 'spatial_spread_error': 14.029697831534799, 'gap_error': 0.8462544375838131}
